1694477135.6833403	1	44.5
1694477135.8295577	2	40.9
1694477135.9757648	3	40.5
1694477136.1228523	4	42.4
1694477136.26951	5	39.5
1694477136.4161189	6	40.7
1694477136.579072	7	56.2
1694477136.7067459	8	22.6
1694477136.8731413	9	60.8
1694477137.0030918	10	24.1
1694477137.1503158	11	41.9
1694477137.2891083	12	33.1
1694477137.4426656	13	47.6
1694477137.5895233	14	41.5
1694477137.7362173	15	40.9
1694477137.8804598	16	37.8
1694477138.0303278	17	43.6
1694477138.1766677	18	40.7
1694477138.3070998	19	27.3
1694477138.4456933	20	35.4
1694477138.5826159	21	33.8
1694477138.7143323	22	27.8
1694477138.8603282	23	40.4
1694477138.9904761	24	25.8
1694477139.1297195	25	34.0
1694477139.2602665	26	24.8
1694477139.423074	27	56.2
1694477139.569353	28	41.4
1694477139.7080638	29	32.7
1694477139.854487	30	39.9
1694477140.009405	31	49.7
1694477140.156088	32	42.7
1694477140.2943518	33	31.6
1694477140.4338524	34	35.0
1694477140.5631363	35	23.5
1694477140.702115	36	33.6
1694477140.8320823	37	23.0
1694477140.9636877	38	25.0
1694477141.101954	39	31.9
1694477141.2566094	40	48.1
1694477141.4033215	41	40.3
1694477141.5504372	42	41.9
1694477141.6810925	43	25.3
1694477141.8195527	44	32.5
1694477141.957209	45	30.8
1694477142.1004648	46	37.4
1694477142.238981	47	32.2
1694477142.3825455	48	36.6
1694477142.5327501	49	44.7
1694477142.6660447	50	27.5
1694477142.814183	51	42.5
1694477142.948573	52	28.9
1694477143.086068	53	31.6
1694477143.2153702	54	25.2
1694477143.3482738	55	27.9
1694477143.4869711	56	32.1
1694477143.6153712	57	23.0
1694477143.7487628	58	28.3
1694477143.8873572	59	32.3
1694477144.0151918	60	23.5
1694477144.1480007	61	27.9
1694477144.28151	62	26.8
1694477144.4100366	63	24.7
1694477144.5539873	64	38.2
1694477144.6873171	65	27.6
1694477144.836236	66	43.8
1694477144.9750519	67	32.4
1694477145.1028657	68	22.6
1694477145.2473245	69	39.5
1694477145.3802927	70	27.9
1694477145.5188942	71	32.2
1694477145.6572874	72	33.1
1694477145.7861018	73	23.1
1694477145.9245927	74	32.7
1694477146.0581858	75	27.1
1694477146.1962972	76	32.5
1694477146.3409078	77	38.1
1694477146.4793692	78	32.3
1694477146.6069903	79	22.6
1694477146.7460186	80	34.1
1694477146.8948188	81	42.0
1694477147.0275545	82	27.7
1694477147.1617918	83	27.5
1694477147.2949946	84	27.4
1694477147.4393308	85	39.2
1694477147.5673094	86	22.9
1694477147.6948001	87	22.4
1694477147.828716	88	28.5
1694477147.967166	89	32.2
1694477148.1062884	90	34.0
1694477148.2500753	91	38.2
1694477148.3884714	92	32.8
1694477148.5269747	93	34.1
1694477148.6552	94	23.0
1694477148.7882771	95	26.2
1694477148.92734	96	32.5
1694477149.0554113	97	22.9
1694477149.1884735	98	28.0
1694477149.3431208	99	48.4
1694477149.4873188	100	39.7
1694477149.6153827	101	22.9
1694477149.7698693	102	49.6
1694477149.9031737	103	27.7
1694477150.035949	104	29.4
1694477150.1640904	105	24.3
1694477150.3085003	106	38.1
1694477150.4473944	107	32.6
1694477150.585107	108	32.9
1694477150.719328	109	28.1
1694477150.8528228	110	28.3
1694477150.996734	111	37.6
1694477151.1300564	112	27.0
1694477151.2689962	113	33.2
1694477151.4072394	114	32.1
1694477151.556832	115	44.6
1694477151.705787	116	42.8
1694477151.83885	117	26.2
1694477151.967327	118	23.2
1694477152.106108	119	33.7
1694477152.2438526	120	32.3
1694477152.3777153	121	27.2
1694477152.516801	122	33.3
1694477152.6554744	123	32.4
1694477152.81547	124	55.2
1694477152.9488034	125	28.3
1694477153.0815094	126	26.9
1694477153.2154264	127	28.0
1694477153.353456	128	32.9
1694477153.487297	129	27.9
1694477153.6366096	130	42.5
1694477153.769994	131	27.1
1694477153.9087052	132	31.8
1694477154.04748	133	32.4
1694477154.180701	134	28.2
1694477154.318525	135	31.5
1694477154.4472532	136	24.3
1694477154.596778	137	44.2
1694477154.7461534	138	43.0
1694477154.8952408	139	43.5
1694477155.0287745	140	28.4
1694477155.1773584	141	42.3
1694477155.3053157	142	21.9
1694477155.4447384	143	35.0
1694477155.6038973	144	52.9
1694477155.7319126	145	23.7
1694477155.8652813	146	26.6
1694477155.9989219	147	28.0
1694477156.1318471	148	27.7
1694477156.266	149	27.5
1694477156.415416	150	43.8
1694477156.5486903	151	28.3
1694477156.687002	152	32.1
1694477156.8258595	153	31.9
1694477156.9536421	154	23.2
1694477157.151924	155	92.4
1694477157.3254056	156	66.6
1694477157.4853094	157	53.9
1694477157.6451542	158	53.8
1694477157.7918847	159	42.3
1694477157.9253645	160	28.9
1694477158.0586407	161	27.2
1694477158.1916509	162	27.6
1694477158.3384898	163	40.2
1694477158.498537	164	55.6
1694477158.6719797	165	68.8
1694477158.818363	166	39.8
1694477158.965275	167	41.4
1694477159.1251907	168	53.8
1694477159.2718	169	40.5
1694477159.4181921	170	42.0
1694477159.5652664	171	41.4
1694477159.7185726	172	48.8
1694477159.8652754	173	41.2
1694477159.9918454	174	21.9
1694477160.1384332	175	40.0
1694477160.2719147	176	27.9
1694477160.4186878	177	40.1
1694477160.5782168	178	54.3
1694477160.7118871	179	28.0
1694477160.8719409	180	53.4
1694477161.005269	181	26.9
1694477161.1519208	182	40.6
1694477161.32535	183	66.5
1694477161.4718912	184	40.6
1694477161.6186037	185	39.9
1694477161.751772	186	27.7
1694477161.8985987	187	42.2
1694477162.044891	188	41.0
1694477162.1785243	189	27.5
1694477162.3384483	190	54.4
1694477162.4851673	191	41.2
1694477162.631792	192	40.8
1694477162.77834	193	42.0
1694477162.9384565	194	54.6
1694477163.0717714	195	28.1
1694477163.218373	196	39.9
1694477163.3517447	197	28.0
1694477163.5115757	198	55.3
1694477163.6587417	199	42.0
1694477163.8185759	200	54.4
1694477163.971561	201	47.7
1694477164.131893	202	55.5
1694477164.2585888	203	22.1
1694477164.4118295	204	47.9
1694477164.551877	205	35.5
1694477164.685246	206	28.5
1694477164.8185842	207	27.7
1694477164.951678	208	28.6
1694477165.098295	209	43.1
1694477165.2452083	210	41.3
1694477165.3918602	211	40.6
1694477165.524947	212	28.8
1694477165.6718342	213	40.7
1694477165.8318396	214	53.3
1694477165.9916937	215	55.2
1694477166.138512	216	40.2
1694477166.2715538	217	27.5
1694477166.4246447	218	48.1
1694477166.56436	219	33.3
1694477166.711484	220	42.7
1694477166.8577433	221	39.5
1694477167.0052779	222	42.9
1694477167.138598	223	27.2
1694477167.2851923	224	41.2
1694477167.444913	225	53.7
1694477167.6052048	226	54.6
1694477167.7784219	227	67.2
1694477167.9180303	228	34.1
1694477168.0717282	229	48.0
1694477168.2384262	230	62.1
1694477168.384741	231	40.9
1694477168.5311375	232	40.3
1694477168.6783667	233	42.1
1694477168.8384821	234	53.2
1694477168.9986823	235	55.6
1694477169.1442668	236	41.0
1694477169.2913067	237	40.6
1694477169.4251277	238	28.8
1694477169.5717323	239	40.7
1694477169.7178752	240	39.5
1694477169.878154	241	54.6
1694477170.0377588	242	54.4
1694477170.177716	243	34.2
1694477170.3310058	244	47.4
1694477170.4648244	245	28.6
1694477170.6112173	246	40.2
1694477170.7576394	247	41.3
1694477170.917711	248	55.5
1694477171.051265	249	29.7
1694477171.1984003	250	42.1
1694477171.3717868	251	67.8
1694477171.5183544	252	39.5
1694477171.6584344	253	34.6
1694477171.7981155	254	34.3
1694477171.9581966	255	54.3
1694477172.1086652	256	44.8
1694477172.2566962	257	42.0
1694477172.4279802	258	65.1
1694477172.614533	259	79.9
1694477172.7532558	260	33.1
1694477172.934503	261	75.3
1694477173.1106606	262	70.7
1694477173.2818282	263	65.6
1694477173.442162	264	55.3
1694477173.5915396	265	43.6
1694477173.740188	266	43.6
1694477173.8894706	267	44.7
1694477174.0388854	268	43.6
1694477174.1995034	269	55.2
1694477174.3701065	270	66.7
1694477174.524677	271	49.1
1694477174.6848207	272	53.8
